Id,Category
682,3
683,3
684,3
685,3
686,3
687,3
688,3
689,3
690,3
691,3
692,3
693,3
694,3
695,3
696,3
697,3
698,3
699,3
700,3
701,3
702,3
703,3
704,8
705,3
706,3
707,3
708,3
709,3
710,3
711,3
712,3
713,3
714,3
715,3
716,2
717,3
718,3
719,3
720,3
721,3
722,3
723,3
724,6
725,3
726,3
727,3
728,4
729,3
730,3
731,3
732,3
733,3
734,3
735,3
736,3
737,3
738,3
739,3
740,3
741,3
742,3
743,3
744,3
745,3
746,3
747,3
748,3
749,0
750,3
751,3
752,3
753,3
754,3
755,3
756,3
757,3
758,3
759,3
760,3
761,3
762,3
763,3
764,3
765,3
766,3
767,3
768,3
769,3
770,3
771,3
772,4
773,3
774,3
775,3
776,3
777,3
778,3
779,3
780,4
781,3
782,3
783,3
784,3
785,3
786,6
787,3
788,3
789,3
790,3
791,3
792,3
793,3
794,3
795,3
796,3
797,3
798,3
799,3
800,4
801,3
802,4
803,4
804,4
805,4
806,9
807,4
808,9
809,4
810,4
811,4
812,4
813,4
814,4
815,4
816,4
817,4
818,4
819,4
820,4
821,4
822,1
823,4
824,4
825,4
826,4
827,4
828,4
829,4
830,4
831,4
832,4
833,4
834,4
835,4
836,4
837,4
838,4
839,4
840,4
841,4
842,4
843,4
844,4
845,4
846,4
847,4
848,4
849,4
850,4
851,4
852,4
853,4
854,4
855,4
856,4
857,4
858,4
859,4
860,4
861,4
862,4
863,4
864,4
865,4
866,4
867,4
868,4
869,4
870,4
871,4
872,4
873,4
874,4
875,4
876,4
877,4
878,3
879,4
880,4
881,4
882,4
883,4
884,4
885,4
886,4
887,4
888,4
889,4
890,4
891,4
892,4
893,4
894,4
895,4
896,5
897,4
898,4
899,4
900,4
901,4
902,4
903,4
904,4
905,4
906,4
907,4
908,4
909,4
910,4
911,4
912,3
913,4
914,4
915,4
916,4
917,4
918,4
919,4
920,4
921,4
922,4
923,4
924,4
925,4
926,4
927,4
928,4
929,4
930,4
931,4
932,4
933,4
934,4
935,4
936,2
937,4
938,4
939,4
940,4
941,4
942,4
943,4
944,2
945,4
946,4
947,4
948,4
949,4
950,4
951,4
952,4
953,4
954,4
955,4
956,4
957,4
958,4
959,4
960,4
961,4
962,4
963,4
964,4
965,4
966,4
967,4
968,4
969,0
970,4
971,4
972,4
973,4
974,3
975,8
976,4
977,8
978,4
979,4
980,4
981,4
982,4
983,4
984,4
985,4
986,4
987,4
988,4
989,4
990,4
991,4
992,4
993,4
994,4
995,4
996,4
997,4
998,3
999,4
1000,4
1001,4
1002,4
1003,4
1004,4
1005,4
1006,4
1007,4
1008,4
1009,4
1010,4
1011,4
1012,4
1013,5
1014,5
1015,5
1016,5
1017,5
1018,5
1019,5
1020,5
1021,5
1022,9
1023,5
1024,5
1025,5
1026,9
1027,5
1028,5
1029,5
1030,5
1031,5
1032,5
1033,5
1034,5
1035,5
1036,5
1037,5
1038,5
1039,5
1040,5
1041,5
1042,5
1043,5
1044,5
1045,5
1046,5
1047,5
1048,5
1049,5
1050,5
1051,5
1052,5
1053,5
1054,5
1055,5
1056,5
1057,5
1058,5
1059,5
1060,5
1061,1
1062,5
1063,5
1064,5
1065,5
1066,5
1067,5
1068,5
1069,5
1070,5
1071,5
1072,5
1073,5
1074,5
1075,5
1076,5
1077,5
1078,5
1079,5
1080,5
1081,5
1082,5
1083,9
1084,5
1085,5
1086,9
1087,9
1088,5
1089,5
1090,5
1091,9
1092,5
1093,5
1094,5
1095,5
1096,5
1097,5
1098,5
1099,5
1100,5
1101,5
1102,5
1103,3
1104,5
1105,5
1106,5
1107,5
1108,5
1109,5
1110,5
1111,5
1112,5
1113,5
1114,5
1115,5
1116,5
1117,5
1118,5
1119,5
1120,5
1121,2
1122,5
1123,5
1124,5
1125,5
1126,5
1127,5
1128,5
1129,2
1130,9
1131,5
1132,5
1133,5
1134,5
1135,5
1136,5
1137,5
1138,5
1139,5
1140,5
1141,5
1142,5
1143,8
1144,5
1145,5
1146,5
1147,5
1148,5
1149,5
1150,5
1151,5
1152,5
1153,5
1154,5
1155,5
1156,5
1157,5
1158,5
1159,5
1160,6
1161,5
1162,5
1163,5
1164,9
1165,5
1166,5
1167,5
1168,5
1169,5
1170,5
1171,5
1172,5
1173,5
1174,5
1175,5
1176,5
1177,5
1178,5
1179,5
1180,5
1181,5
1182,5
1183,5
1184,2
1185,5
1186,5
1187,5
1188,5
1189,5
1190,5
1191,5
1192,5
1193,5
1194,5
1195,5
1196,9
1197,5
1198,5
1199,5
1200,5
1201,5
1202,5
1203,5
1204,5
1205,5
1206,5
1207,5
1208,5
1209,5
1210,9
1211,5
1212,5
1213,5
1214,5
1215,2
1216,5
1217,5
1218,5
1219,5
1220,5
1221,5
1222,5
1223,5
1224,5
1225,5
1226,5
1227,5
1228,5
1229,5
1230,2
1231,5
1232,5
1233,5
1234,5
1235,5
1236,5
1237,5
1238,5
1239,5
1240,5
1241,5
1242,5
1243,2
1244,5
1245,5
1246,2
1247,5
1248,6
1249,5
1250,5
1251,5
1252,5
1253,5
1254,5
1255,5
1256,5
1257,5
1258,5
1259,5
1260,5
1261,5
1262,5
1263,5
1264,5
1265,5
1266,5
1267,5
1268,5
1269,5
1270,5
1271,5
1272,5
1273,6
1274,5
1275,5
1276,5
1277,5
1278,5
1279,2
1280,5
1281,5
1282,5
1283,5
1284,5
1285,5
1286,5
1287,5
1288,5
1289,5
1290,5
1291,5
1292,5
1293,5
1294,5
1295,5
1296,5
1297,5
1298,5
1299,5
1300,5
1301,5
1302,2
1303,5
1304,5
1305,5
1306,5
1307,5
1308,5
1309,5
1310,5
1311,5
1312,5
1313,5
1314,5
1315,5
1316,9
1317,6
1318,6
1319,6
1320,6
1321,6
1322,6
1323,8
1324,6
1325,6
1326,2
1327,6
1328,6
1329,8
1330,6
1331,6
1332,6
1333,8
1334,6
1335,6
1336,6
1337,6
1338,6
1339,8
1340,6
1341,6
1342,6
1343,6
1344,6
1345,6
1346,8
1347,6
1348,6
1349,6
1350,6
1351,6
1352,5
1353,6
1354,6
1355,2
1356,6
1357,6
1358,6
1359,6
1360,6
1361,6
1362,6
1363,6
1364,6
1365,6
1366,6
1367,6
1368,8
1369,6
1370,6
1371,6
1372,6
1373,6
1374,6
1375,6
1376,6
1377,6
1378,6
1379,2
1380,6
1381,6
1382,6
1383,6
1384,6
1385,6
1386,6
1387,6
1388,6
1389,6
1390,6
1391,6
1392,6
1393,6
1394,6
1395,6
1396,6
1397,6
1398,6
1399,6
1400,6
1401,6
1402,6
1403,6
1404,6
1405,6
1406,6
1407,6
1408,6
1409,6
1410,6
1411,6
1412,6
1413,6
1414,6
1415,6
1416,5
1417,6
1418,6
1419,6
1420,8
1421,3
1422,6
1423,6
1424,6
1425,6
1426,6
1427,6
1428,6
1429,6
1430,3
1431,8
1432,6
1433,6
1434,6
1435,6
1436,8
1437,6
1438,6
1439,6
1440,6
1441,6
1442,6
1443,6
1444,6
1445,6
1446,6
1447,1
1448,6
1449,6
1450,6
1451,6
1452,6
1453,6
1454,6
1455,6
1456,6
1457,6
1458,6
1459,6
1460,6
1461,6
1462,6
1463,6
1464,4
1465,6
1466,3
1467,4
1468,0
1469,6
1470,6
1471,0
1472,6
1473,6
1474,6
1475,6
1476,6
1477,6
1478,6
1479,6
1480,6
1481,2
1482,7
1483,6
1484,3
1485,6
1486,6
1487,4
1488,6
1489,2
1490,6
1491,6
1492,6
1493,8
1494,6
1495,6
1496,3
1497,6
1498,6
1499,8
1500,6
1501,6
1502,6
1503,6
1504,6
1505,6
1506,6
1507,6
1508,6
1509,6
1510,6
1511,6
1512,6
1513,6
1514,6
1515,6
1516,6
1517,6
1518,0
1519,6
1520,6
1521,6
1522,6
1523,6
1524,8
1525,6
1526,2
1527,7
1528,6
1529,8
1530,8
1531,6
1532,3
1533,6
1534,3
1535,6
1536,6
1537,6
1538,6
1539,6
1540,6
1541,6
1542,6
1543,6
1544,6
1545,8
1546,6
1547,6
1548,6
1549,6
1550,6
1551,6
1552,6
1553,6
1554,6
1555,6
1556,6
1557,6
1558,6
1559,6
1560,6
1561,6
1562,8
1563,2
1564,6
1565,6
1566,6
1567,6
1568,6
1569,6
1570,6
1571,6
1572,6
1573,6
1574,6
1575,6
1576,6
1577,6
1578,6
1579,6
1580,6
1581,6
1582,6
1583,6
1584,6
1585,6
1586,6
1587,6
1588,6
1589,6
1590,6
1591,6
1592,6
1593,6
1594,6
1595,7
1596,6
1597,7
1598,7
1599,7
1600,9
1601,7
1602,7
1603,7
1604,7
1605,7
1606,7
1607,7
1608,7
1609,7
1610,7
1611,7
1612,7
1613,7
1614,7
1615,7
1616,7
1617,7
1618,7
1619,7
1620,9
1621,8
1622,7
1623,7
1624,7
1625,7
1626,7
1627,7
1628,7
1629,7
1630,7
1631,2
1632,7
1633,8
1634,7
1635,7
1636,7
1637,7
1638,7
1639,3
1640,7
1641,7
1642,7
1643,6
1644,7
1645,7
1646,7
1647,7
1648,7
1649,7
1650,9
1651,7
1652,7
1653,9
1654,7
1655,7
1656,7
1657,7
1658,7
1659,7
1660,7
1661,7
1662,7
1663,7
1664,7
1665,7
1666,7
1667,7
1668,7
1669,7
1670,7
1671,7
1672,7
1673,7
1674,7
1675,7
1676,7
1677,7
1678,7
1679,7
1680,7
1681,7
1682,7
1683,7
1684,7
1685,7
1686,7
1687,7
1688,7
1689,7
1690,7
1691,7
1692,7
1693,7
1694,7
1695,7
1696,7
1697,7
1698,7
1699,7
1700,9
1701,7
1702,7
1703,7
1704,9
1705,7
1706,7
1707,7
1708,6
1709,7
1710,7
1711,7
1712,7
1713,7
1714,7
1715,7
1716,7
1717,7
1718,7
1719,7
1720,7
1721,7
1722,9
1723,7
1724,7
1725,7
1726,7
1727,7
1728,7
1729,8
1730,7
1731,7
1732,7
1733,7
1734,7
1735,7
1736,7
1737,7
1738,7
1739,7
1740,7
1741,7
1742,7
1743,7
1744,7
1745,7
1746,7
1747,7
1748,7
1749,7
1750,7
1751,7
1752,7
1753,7
1754,2
1755,7
1756,7
1757,7
1758,1
1759,2
1760,7
1761,7
1762,7
1763,7
1764,7
1765,7
1766,7
1767,7
1768,0
1769,7
1770,7
1771,7
1772,7
1773,7
1774,7
1775,7
1776,7
1777,7
1778,7
1779,7
1780,7
1781,7
1782,7
1783,7
1784,7
1785,7
1786,7
1787,7
1788,7
1789,7
1790,7
1791,7
1792,7
1793,7
1794,7
1795,7
1796,7
1797,7
1798,7
1799,7
1800,7
1801,7
1802,7
1803,7
1804,7
1805,7
1806,7
1807,7
1808,7
1809,7
1810,7
1811,7
1812,7
1813,7
1814,7
1815,7
1816,7
1817,7
1818,7
1819,7
1820,0
1821,7
1822,7
1823,7
1824,7
1825,7
1826,7
1827,7
1828,7
1829,7
1830,7
1831,7
1832,7
1833,7
1834,7
1835,7
1836,7
1837,7
1838,9
1839,7
1840,7
1841,7
1842,7
1843,7
1844,7
1845,7
1846,7
1847,7
1848,7
1849,7
1850,7
1851,7
1852,2
1853,7
1854,6
1855,7
1856,7
1857,6
1858,7
1859,7
1860,7
1861,7
1862,7
1863,7
1864,7
1865,7
1866,7
1867,7
1868,7
1869,7
1870,7
1871,8
1872,7
1873,2
1874,7
1875,0
1876,7
1877,8
1878,7
1879,7
1880,7
1881,7
1882,7
1883,7
1884,7
1885,7
1886,7
1887,7
1888,7
1889,7
1890,7
1891,7
1892,7
1893,6
1894,7
1895,7
1896,0
1897,7
1898,7
1899,7
1900,7
1901,7
1902,7
1903,7
1904,7
1905,7
1906,7
1907,7
1908,7
1909,7
1910,7
1911,7
1912,7
1913,7
1914,7
1915,7
1916,7
1917,7
1918,7
1919,7
1920,7
1921,7
1922,7
1923,7
1924,7
1925,7
1926,7
1927,7
1928,7
1929,7
1930,7
1931,7
1932,7
1933,7
1934,9
1935,7
1936,7
1937,7
1938,7
1939,7
1940,7
1941,7
1942,7
1943,7
1944,7
1945,7
1946,7
1947,7
1948,7
1949,7
1950,7
1951,7
1952,7
1953,7
1954,9
1955,7
1956,7
1957,7
1958,7
1959,7
1960,7
1961,7
1962,7
1963,7
1964,7
1965,7
1966,6
1967,7
1968,7
1969,7
1970,7
1971,7
1972,7
1973,7
1974,7
1975,7
1976,9
1977,7
1978,7
1979,7
1980,7
1981,7
1982,7
1983,7
1984,7
1985,7
1986,7
1987,7
1988,7
1989,7
1990,7
1991,7
1992,9
1993,8
1994,2
1995,8
1996,8
1997,8
1998,8
1999,3
2000,8
2001,8
2002,8
2003,2
2004,8
2005,1
2006,8
2007,8
2008,8
2009,8
2010,8
2011,8
2012,8
2013,8
2014,8
2015,8
2016,8
2017,8
2018,8
2019,8
2020,5
2021,2
2022,8
2023,8
2024,8
2025,9
2026,8
2027,9
2028,8
2029,8
2030,8
2031,8
2032,8
2033,0
2034,8
2035,8
2036,8
2037,8
2038,8
2039,8
2040,8
2041,8
2042,8
2043,8
2044,2
2045,8
2046,8
2047,8
2048,8
2049,8
2050,0
2051,8
2052,8
2053,8
2054,8
2055,8
2056,8
2057,8
2058,8
2059,8
2060,8
2061,8
2062,8
2063,8
2064,8
2065,8
2066,8
2067,8
2068,9
2069,8
2070,8
2071,8
2072,8
2073,7
2074,2
2075,8
2076,8
2077,8
2078,8
2079,8
2080,8
2081,8
2082,8
2083,8
2084,0
2085,8
2086,8
2087,8
2088,0
2089,2
2090,9
2091,8
2092,8
2093,8
2094,8
2095,8
2096,8
2097,8
2098,0
2099,0
2100,8
2101,6
2102,8
2103,8
2104,8
2105,8
2106,8
2107,8
2108,8
2109,8
2110,8
2111,8
2112,8
2113,8
2114,8
2115,9
2116,8
2117,8
2118,2
2119,8
2120,8
2121,2
2122,4
2123,8
2124,9
2125,8
2126,8
2127,8
2128,8
2129,8
2130,8
2131,8
2132,8
2133,8
2134,6
2135,8
2136,0
2137,4
2138,8
2139,8
2140,8
2141,8
2142,9
2143,8
2144,8
2145,8
2146,2
2147,9
2148,2
2149,0
2150,8
2151,6
2152,8
2153,2
2154,9
2155,2
2156,9
2157,9
2158,2
2159,8
2160,8
2161,8
2162,8
2163,0
2164,8
2165,8
2166,8
2167,8
2168,2
2169,8
2170,8
2171,8
2172,8
2173,9
2174,6
2175,8
2176,8
2177,8
2178,8
2179,8
2180,8
2181,8
2182,8
2183,4
2184,8
2185,8
2186,8
2187,8
2188,8
2189,8
2190,9
2191,0
2192,8
2193,8
2194,8
2195,9
2196,8
2197,8
2198,8
2199,8
2200,8
2201,8
2202,8
2203,8
2204,8
2205,9
2206,9
2207,8
2208,8
2209,9
2210,8
2211,8
2212,8
2213,0
2214,8
2215,8
2216,8
2217,8
2218,8
2219,8
2220,8
2221,8
2222,8
2223,8
2224,8
2225,0
2226,8
2227,8
2228,5
2229,8
2230,8
2231,0
2232,8
2233,0
2234,8
2235,8
2236,9
2237,2
2238,8
2239,8
2240,8
2241,8
2242,8
2243,8
2244,8
2245,0
2246,8
2247,1
2248,8
2249,8
2250,2
2251,3
2252,8
2253,8
2254,8
2255,8
2256,8
2257,9
2258,8
2259,2
2260,2
2261,4
2262,8
2263,8
2264,8
2265,8
2266,8
2267,8
2268,8
2269,8
2270,9
2271,8
2272,8
2273,2
2274,2
2275,8
2276,8
2277,8
2278,8
2279,8
2280,8
2281,8
2282,8
2283,8
2284,3
2285,8
2286,8
2287,8
2288,8
2289,0
2290,8
2291,0
2292,8
2293,8
2294,8
2295,8
2296,8
2297,6
2298,8
2299,8
2300,9
2301,6
2302,8
2303,8
2304,8
2305,8
2306,8
2307,8
2308,8
2309,8
2310,8
2311,0
2312,8
2313,8
2314,8
2315,8
2316,8
2317,8
2318,8
2319,8
2320,8
2321,8
2322,8
2323,9
2324,8
2325,7
2326,0
2327,8
2328,8
2329,8
2330,8
2331,8
2332,8
2333,2
2334,8
2335,8
2336,8
2337,8
2338,2
2339,8
2340,8
2341,8
2342,8
2343,9
2344,9
2345,8
2346,8
2347,8
2348,8
2349,2
2350,8
2351,2
2352,6
2353,8
2354,8
2355,8
2356,9
2357,5
2358,8
2359,4
2360,8
2361,8
2362,8
2363,8
2364,8
2365,8
2366,9
2367,8
2368,8
2369,8
2370,8
2371,8
2372,8
2373,8
2374,6
2375,8
2376,8
2377,8
2378,8
2379,9
2380,8
2381,8
2382,8
2383,8
2384,9
2385,8
2386,8
2387,9
2388,9
2389,9
2390,9
2391,9
2392,9
2393,9
2394,9
2395,8
2396,8
2397,9
2398,9
2399,7
2400,2
2401,7
2402,9
2403,9
2404,8
2405,8
2406,5
2407,0
2408,7
2409,9
2410,9
2411,4
2412,9
2413,9
2414,9
2415,8
2416,9
2417,0
2418,9
2419,9
2420,9
2421,9
2422,9
2423,9
2424,9
2425,9
2426,9
2427,9
2428,8
2429,8
2430,9
2431,9
2432,8
2433,3
2434,7
2435,9
2436,9
2437,9
2438,9
2439,9
2440,9
2441,9
2442,9
2443,9
2444,9
2445,9
2446,9
2447,9
2448,9
2449,9
2450,8
2451,9
2452,9
2453,9
2454,9
2455,9
2456,9
2457,9
2458,7
2459,9
2460,9
2461,9
2462,9
2463,9
2464,9
2465,8
2466,8
2467,9
2468,9
2469,9
2470,9
2471,8
2472,9
2473,9
2474,9
2475,9
2476,9
2477,3
2478,9
2479,9
2480,9
2481,8
2482,9
2483,8
2484,8
2485,9
2486,9
2487,9
2488,9
2489,9
2490,9
2491,8
2492,9
2493,9
2494,9
2495,9
2496,6
2497,9
2498,9
2499,9
2500,9
2501,8
2502,9
2503,9
2504,9
2505,9
2506,9
2507,9
2508,9
2509,9
2510,9
2511,0
2512,9
2513,8
2514,8
2515,9
2516,9
2517,9
2518,9
2519,9
2520,7
2521,9
2522,9
2523,8
2524,7
2525,9
2526,9
2527,9
2528,7
2529,9
2530,5
2531,9
2532,9
2533,9
2534,9
2535,9
2536,8
2537,9
2538,9
2539,8
2540,5
2541,9
2542,9
2543,9
2544,9
2545,7
2546,9
2547,9
2548,9
2549,8
2550,5
2551,9
2552,0
2553,9
2554,9
2555,9
2556,9
2557,9
2558,9
2559,9
2560,9
2561,9
2562,7
2563,9
2564,9
2565,8
2566,9
2567,9
2568,2
2569,7
2570,9
2571,9
2572,9
2573,9
2574,9
2575,9
2576,7
2577,0
2578,9
2579,0
2580,9
2581,9
2582,9
2583,9
2584,8
2585,9
2586,8
2587,9
2588,9
2589,5
2590,9
2591,9
2592,9
2593,9
2594,9
2595,9
2596,8
2597,9
2598,9
2599,0
2600,9
2601,9
2602,9
2603,9
2604,9
2605,7
2606,4
2607,7
2608,9
2609,9
2610,5
2611,9
2612,9
2613,9
2614,9
2615,7
2616,9
2617,9
2618,9
2619,9
2620,8
2621,9
2622,9
2623,8
2624,9
2625,9
2626,9
2627,9
2628,9
2629,9
2630,0
2631,9
2632,9
2633,9
2634,9
2635,9
2636,9
2637,9
2638,9
2639,9
2640,9
2641,9
2642,7
2643,0
2644,9
2645,9
2646,9
2647,7
2648,9
2649,9
2650,9
2651,9
2652,7
2653,7
2654,9
2655,9
2656,9
2657,8
2658,9
2659,0
2660,5
